prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label
prov18,35.99,-105.794,2560,6.3,4.7,165.1,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov19,34.006,-107.215,2565,8.9,5.12,169.4,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov20,34.126,-109.535,2760,5.7,6.71,168.1,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov21,35.266,-107.633,2814,6.1,7.22,168.9,N.A.,35.16,-111.73,2200,2019,7.866666667,4.716666667,North America,North America,same,Pinus ponderosa,gymnosperm,Q,NG PINUPO Dixit et al 2020
prov1,49.25,-117.1666667,840,4.9,,71.5,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov2,49.63333333,-116.05,990,4.3,,73.786,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov3,50.06666667,-117.3833333,915,5,,74.071,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov4,51.36666667,-118.3,990,3.5,,78.357,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov5,50.56666667,-118.8333333,850,5.1,,81.5,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov6,50.76666667,-119.5333333,600,5.8,,74.071,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov7,50.81666667,-119.75,1250,3.8,,76.929,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov8,52.51666667,-122.4,760,4.7,,80.643,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov9,52.51666667,-121.5166667,830,3.8,,77.786,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov10,52.78333333,-122.2333333,760,4,,84.071,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov11,53.78333333,-122.6333333,975,2.9,,90.357,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov12,53.91666667,-122.3666667,915,2.7,,88.071,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov13,54.1,-122.35,685,3.4,,81.5,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov14,54.13333333,-121.7833333,760,3.1,,79.786,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov15,54.5,-128.5666667,70,6.5,,66.929,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov16,54.7,-128.2666667,270,5.9,,71.786,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov17,55.13333333,-127.7166667,350,5.5,,85.786,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov18,55.18333333,-127.7833333,480,4.1,,92.357,N.A.,48.48333333,-123.4,20,1998,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov1,49.25,-117.1666667,840,4.9,,99.5,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov2,49.63333333,-116.05,990,4.3,,104.071,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov3,50.06666667,-117.3833333,915,5,,96.929,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov4,51.36666667,-118.3,990,3.5,,108.071,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov5,50.56666667,-118.8333333,850,5.1,,101.786,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov6,50.76666667,-119.5333333,600,5.8,,94.357,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov7,50.81666667,-119.75,1250,3.8,,97.214,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov8,52.51666667,-122.4,760,4.7,,111.214,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov9,52.51666667,-121.5166667,830,3.8,,105.214,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov10,52.78333333,-122.2333333,760,4,,112.071,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov11,53.78333333,-122.6333333,975,2.9,,108.643,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov12,53.91666667,-122.3666667,915,2.7,,111.214,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov13,54.1,-122.35,685,3.4,,110.357,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov14,54.13333333,-121.7833333,760,3.1,,107.214,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov15,54.5,-128.5666667,70,6.5,,96.929,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov16,54.7,-128.2666667,270,5.9,,101.786,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov17,55.13333333,-127.7166667,350,5.5,,109.786,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov18,55.18333333,-127.7833333,480,4.1,,110.929,N.A.,50.78333333,-119.4,560,1998,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov1,49.25,-117.1666667,840,4.9,,110.726,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov2,49.63333333,-116.05,990,4.3,,111.011,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov3,50.06666667,-117.3833333,915,5,,108.447,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov4,51.36666667,-118.3,990,3.5,,114.715,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov5,50.56666667,-118.8333333,850,5.1,,110.726,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov6,50.76666667,-119.5333333,600,5.8,,106.453,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov7,50.81666667,-119.75,1250,3.8,,106.168,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov8,52.51666667,-122.4,760,4.7,,114.43,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov9,52.51666667,-121.5166667,830,3.8,,111.866,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov10,52.78333333,-122.2333333,760,4,,115.285,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov11,53.78333333,-122.6333333,975,2.9,,115.855,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov12,53.91666667,-122.3666667,915,2.7,,114.715,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov13,54.1,-122.35,685,3.4,,116.994,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov14,54.13333333,-121.7833333,760,3.1,,116.425,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov15,54.5,-128.5666667,70,6.5,,109.872,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov16,54.7,-128.2666667,270,5.9,,111.866,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov17,55.13333333,-127.7166667,350,5.5,,116.709,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov18,55.18333333,-127.7833333,480,4.1,,117.849,N.A.,53.75,-122.7166667,630,1998,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov1,49.25,-117.1666667,840,4.9,,74.701,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov2,49.63333333,-116.05,990,4.3,,78.881,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov3,50.06666667,-117.3833333,915,5,,81.866,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov4,51.36666667,-118.3,990,3.5,,89.925,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov5,50.56666667,-118.8333333,850,5.1,,79.478,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov6,50.76666667,-119.5333333,600,5.8,,72.91,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov7,50.81666667,-119.75,1250,3.8,,77.687,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov8,52.51666667,-122.4,760,4.7,,95.896,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov9,52.51666667,-121.5166667,830,3.8,,89.925,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov10,52.78333333,-122.2333333,760,4,,93.507,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov11,53.78333333,-122.6333333,975,2.9,,97.985,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov12,53.91666667,-122.3666667,915,2.7,,83.955,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov13,54.1,-122.35,685,3.4,,88.433,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov14,54.13333333,-121.7833333,760,3.1,,86.642,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov15,54.5,-128.5666667,70,6.5,,74.403,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov16,54.7,-128.2666667,270,5.9,,75.299,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov17,55.13333333,-127.7166667,350,5.5,,88.433,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov18,55.18333333,-127.7833333,480,4.1,,93.209,N.A.,48.48333333,-123.4,20,1999,10.2,,North America,North America,same,Betula papyrifera,angiosperm,R,NA BETUPA Hawkins & Dhar 2012
prov1,49.25,-117.1666667,840,4.9,,107.836,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov2,49.63333333,-116.05,990,4.3,,109.03,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov3,50.06666667,-117.3833333,915,5,,106.94,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov4,51.36666667,-118.3,990,3.5,,112.313,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov5,50.56666667,-118.8333333,850,5.1,,109.03,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov6,50.76666667,-119.5333333,600,5.8,,105.448,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov7,50.81666667,-119.75,1250,3.8,,106.94,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov8,52.51666667,-122.4,760,4.7,,112.91,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov9,52.51666667,-121.5166667,830,3.8,,111.119,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov10,52.78333333,-122.2333333,760,4,,115,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov11,53.78333333,-122.6333333,975,2.9,,115,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov12,53.91666667,-122.3666667,915,2.7,,114.104,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov13,54.1,-122.35,685,3.4,,113.806,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov14,54.13333333,-121.7833333,760,3.1,,112.91,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov15,54.5,-128.5666667,70,6.5,,106.94,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov16,54.7,-128.2666667,270,5.9,,109.03,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov17,55.13333333,-127.7166667,350,5.5,,114.403,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov18,55.18333333,-127.7833333,480,4.1,,116.791,N.A.,50.78333333,-119.4,560,1999,6.2,,North America,North America,same,Betula papyrifera,angiosperm,S,NA BETUPA Hawkins & Dhar 2012
prov1,49.25,-117.1666667,840,4.9,,113.209,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov2,49.63333333,-116.05,990,4.3,,112.91,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov3,50.06666667,-117.3833333,915,5,,113.507,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov4,51.36666667,-118.3,990,3.5,,117.09,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov5,50.56666667,-118.8333333,850,5.1,,115,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov6,50.76666667,-119.5333333,600,5.8,,110.821,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov7,50.81666667,-119.75,1250,3.8,,112.612,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov8,52.51666667,-122.4,760,4.7,,115.597,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov9,52.51666667,-121.5166667,830,3.8,,114.104,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov10,52.78333333,-122.2333333,760,4,,121.269,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov11,53.78333333,-122.6333333,975,2.9,,119.776,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov12,53.91666667,-122.3666667,915,2.7,,117.985,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov13,54.1,-122.35,685,3.4,,119.179,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov14,54.13333333,-121.7833333,760,3.1,,120.075,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov15,54.5,-128.5666667,70,6.5,,111.418,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov16,54.7,-128.2666667,270,5.9,,115.896,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov17,55.13333333,-127.7166667,350,5.5,,118.881,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
prov18,55.18333333,-127.7833333,480,4.1,,123.955,N.A.,53.75,-122.7166667,630,1999,4.2,,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012
