lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,label,,,,,
51.1,-121.667,1900,0.5,2.11,89.98,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
45.4,-111.279,2154,3.6,4.04,92.43,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
48.379,-116.187,1846,2.1,5.19,100.88,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
49.1,-120.671,2000,0.3,2.25,97.18,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
45.39,-121.656,1969,3.1,5.41,100.17,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
45.895,-113.45,2400,0.3,3.9,93.93,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
43.72,-121.23,2100,2.8,2.29,106.46,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
43.689,-121.254,2250,2.4,2.12,104.5,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
42.51,-122.15,2462,3.3,2.23,103.61,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
45.705,-112.925,2646,1.5,3.55,94.77,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
44.543,-111.409,2400,2.6,3.61,97.12,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
47.516,-112.797,2154,3.5,3.22,98.04,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
49.71,-120.917,1785,1.9,4.62,94.78,N.A.,49.22,-123.1,0,2003,10.1,2.69,NG PINUAL Bower and Aitken 2008,,,,,
38.63333333,123.23,200,13.7,0.58,,280,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
40.95,123.64,700,13,1.31,,274,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
43.5,-124,500,10.2,2.86,,259,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
44.5,-123.5,700,10.1,2.43,125,254,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
45.43333333,-123.8,200,9.7,3.98,,253,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
46.03333333,-122.35,500,9.1,4.71,123,246,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
46.91666667,-123.72,100,9.8,3.93,121,248,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
47.58333333,-121.75,200,9.4,3.4,,247,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
48.36666667,-124.63,100,8.8,4.68,124,241,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
49.75,-126.45,400,7.5,7.94,118,236,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
50.4,-127.73,100,8.4,7.76,117,233,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
52.93333333,-132,300,6.1,8.79,112,228,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
55.91666667,-133.2,100,6,7.27,107,209,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
58.38333333,-134.64,100,4.4,7.28,106,205,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
45.16666667,-122.1,1300,6.6,3.72,112,229,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
46.36666667,-122,900,6.5,3.47,118,239,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
48.35,-116.93,700,7.1,2.19,107,221,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
48.35,-116.93,1400,4.8,2.74,96,204,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
49.13333333,-116.8,1400,3.3,4.08,90,215,44.5657,-123.276,70,1978,11.3,1.47,NG TSUGHE Kuser 1980,,,,,
45.5,123.5,100,10.3,4.82,122.1,N.A.,48.41666667,124.0166667,75,1998,8.9,2.67,NG TSUGHE Hannerz et al. 1999,,,,,
44.86666667,122.1833333,305,8.3,3.75,121.6,N.A.,48.41666667,124.0166667,75,1998,8.9,2.67,NG TSUGHE Hannerz et al. 1999,,,,,
50,125,120,9.1,2.68,126.5,N.A.,48.41666667,124.0166667,75,1998,8.9,2.67,NG TSUGHE Hannerz et al. 1999,,,,,
53.5,132.15,30,7.2,4.17,133.5,N.A.,48.41666667,124.0166667,75,1998,8.9,2.67,NG TSUGHE Hannerz et al. 1999,,,,,
