"prov_identifier","lat_prov","long_prov","elev_prov","MAT_prov","MSP100_prov","spring_event","fall_event","lat_garden","long_garden","elev_garden","year","MAT_garden","MSP100_garden","prov_continent","garden_continent","prov_garden_continent","species","species_type","garden_identifier","label","percentage","sd","distance_from_garden","earth_distance_from_garden","earth_distance_from_garden_min","spring_event_closest_prov","spring_event_difference","fall_event_closest_prov","fall_event_difference","MAT_diffo","species_garden","fitA_spring_lat_slope","fitA_spring_lat_intercept","Species","fitA_spring_lat_diffo_slope","fitA_spring_lat_diffo_intercept","fitA_fall_lat_diffo_slope","fitA_fall_lat_diffo_intercept","fitA_spring_mat_diffo_slope","fitA_spring_mat_diffo_intercept","fitA_fall_mat_diffo_slope","fitA_fall_mat_diffo_intercept","fitA_spring_mat_slope","fitA_spring_mat_intercept","fitC_spring_lat_slope","fitC_spring_lat_intercept","fitC_fall_lat_slope","fitC_fall_lat_intercept","doy","identifier","gdd_10yr_mean","fitD_spring_lat_slope","fitD_spring_lat_intercept","fitD_spring_mat_slope","fitD_spring_mat_intercept","fitA_spring_earth_distance_slope","fitA_spring_earth_distance_intercept","fitA_fall_earth_distance_slope","fitA_fall_earth_distance_intercept"
"prov4",50.68333333,-72.18333333,487,-0.658333333,7.716666667,133.978,NA,48.21666667,-72.91666667,338,"2015",1.291666667,8.008333,"North America","North America","same","Picea mariana","gymnosperm","I","NG PICEMA Guo et al 2021",82.80126614,9.607601067,2.46666666,279.4405298,0,137.786,3.808,NA,NA,1.95,"Picea mariana I",-0.04687759,141.8301511,"Picea mariana",-0.359254584,140.4913328,NA,NA,-0.629077802,140.9849995,NA,NA,0.372996775,139.7721664,-0.330148348,155.9700239,NA,NA,134,"prov4",83.991,-19.96401419,1139.191942,28.51028253,167.9681704,-0.00309365348911696,140.482228074227,NA,NA
"prov5",53.78333333,-72.86666667,384,-3.975,6.175,133.832,NA,48.21666667,-72.91666667,338,"2015",1.291666667,8.008333,"North America","North America","same","Picea mariana","gymnosperm","I","NG PICEMA Guo et al 2021",66.20668993,9.733365013,5.56666666,619.2909955,0,137.786,3.954,NA,NA,5.266666667,"Picea mariana I",-0.04687759,141.8301511,"Picea mariana",-0.359254584,140.4913328,NA,NA,-0.629077802,140.9849995,NA,NA,0.372996775,139.7721664,-0.330148348,155.9700239,NA,NA,134,"prov5",43.6575,-19.96401419,1139.191942,28.51028253,167.9681704,-0.00309365348911696,140.482228074227,NA,NA
"prov1",34.586,-112.057,1592,14.2,4.08,162.7,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",40.27236528,4.378602134,0.574,70.34761493,7255.216442,165.9,3.2,NA,NA,6.333333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,163,"prov1",1742.4195,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov2",33.555,-109.193,1674,11.8,5.81,165.4,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",43.0033919,4.090728272,1.605,293.5298985,7255.216442,165.9,0.5,NA,NA,3.933333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,165,"prov2",1697.7645,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov3",35.116,-105.217,1714,12.3,3.97,163.2,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",43.70990406,4.644837744,0.044,593.4740112,7255.216442,165.9,2.7,NA,NA,4.433333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,163,"prov3",1583.0525,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov4",34.585,-112.559,1846,11,5.46,165.2,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",53.54902651,4.441943434,0.575,99.06484704,7255.216442,165.9,0.7,NA,NA,3.133333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,165,"prov4",1562.9215,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov5",35.254,-111.415,1934,10.2,3.98,163.2,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",62.04402811,4.304587174,0.094,30.52019451,7255.216442,165.9,2.7,NA,NA,2.333333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,163,"prov5",1320.659,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov6",35.084,-113.875,1969,11.5,4.03,166.1,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",58.51441578,5.091243857,0.076,195.6999517,7255.216442,165.9,-0.2,NA,NA,3.633333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,166,"prov6",1567.4055,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov7",33.35,-105.583,1976,11.1,5.06,165.1,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",42.19483429,4.288179016,1.81,600.5979515,7255.216442,165.9,0.8,NA,NA,3.233333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,165,"prov7",1636.784,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov8",35.7,-105.25,2050,9.8,4.56,165.5,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",64.21987648,4.490775047,0.54,591.3678333,7255.216442,165.9,0.4,NA,NA,1.933333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,166,"prov8",1338.4005,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov9",35.939,-112.084,2067,8.9,4.1,161.4,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",80.30592027,4.493732183,0.779,92.19824489,7255.216442,165.9,4.5,NA,NA,1.033333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,161,"prov9",1111.8675,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov10",35.182,-111.655,2104,8.4,5.4,165.9,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",91.419122,3.97160584,0.022,7.255216442,7255.216442,165.9,0,NA,NA,0.533333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,166,"prov10",1113.8,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov11",34.487,-111.343,2244,9.4,7.67,166.6,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",71.95985849,4.27785376,0.673,82.6296681,7255.216442,165.9,-0.7,NA,NA,1.533333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,167,"prov11",1353.378,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov12",34.183,-107.525,2270,9.2,3.64,166.1,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",69.88848674,4.47251375,0.977,400.3067533,7255.216442,165.9,-0.2,NA,NA,1.333333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,166,"prov12",1265.8655,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov13",35.633,-105.461,2277,8.5,5.28,165.8,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",78.37817596,4.395906232,0.473,571.8249391,7255.216442,165.9,0.1,NA,NA,0.633333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,166,"prov13",1187.6855,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov14",36.463,-106.859,2277,6.9,4.43,164.2,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",82.08740478,4.272699726,1.303,463.2959067,7255.216442,165.9,1.7,NA,NA,0.966666667,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,164,"prov14",861.859,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov15",34.623,-106.4,2366,8.6,6.38,165,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",64.00548827,4.789035245,0.537,490.7746296,7255.216442,165.9,0.9,NA,NA,0.733333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,165,"prov15",1307.9395,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov16",35.809,-106.589,2436,6.8,5.71,163.2,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",85.12542174,4.390991766,0.649,471.9951895,7255.216442,165.9,2.7,NA,NA,1.066666667,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,163,"prov16",909.498,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov17",35.55,-105.533,2500,8.8,5.26,163.1,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",86.2480158,4.396197025,0.39,564.8237441,7255.216442,165.9,2.8,NA,NA,0.933333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,163,"prov17",1009.9105,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov18",35.99,-105.794,2560,6.3,4.7,165.1,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",86.11823773,4.291538195,0.83,545.8000715,7255.216442,165.9,0.8,NA,NA,1.566666667,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,165,"prov18",962.0685,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov19",34.006,-107.215,2565,8.9,5.12,169.4,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",80.90360358,4.519107983,1.154,433.5267131,7255.216442,165.9,-3.5,NA,NA,1.033333333,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,169,"prov19",1179.8465,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov20",34.126,-109.535,2760,5.7,6.71,168.1,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",78.25582626,4.091870008,1.034,231.6295802,7255.216442,165.9,-2.2,NA,NA,2.166666667,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,168,"prov20",899.648,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov21",35.266,-107.633,2814,6.1,7.22,168.9,NA,35.16,-111.73,2200,"2019",7.866666667,4.716666667,"North America","North America","same","Pinus ponderosa","gymnosperm","J","NG PINUPO Dixit et al 2020",69.12611723,4.405279778,0.106,373.1946359,7255.216442,165.9,-3,NA,NA,1.766666667,"Pinus ponderosa J",-0.120486283,168.5261652,"Pinus ponderosa",0.417748592,164.6344659,NA,NA,-0.134392503,165.3203657,NA,NA,0.036602074,164.6172964,-0.537629188,183.8505645,NA,NA,169,"prov21",857.15,-65.37957987,3542.699566,124.9806598,99.9499213,0.00234402977468724,164.073147649952,NA,NA
"prov1",49.25,-117.1666667,840,4.9,NA,71.5,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",38.12701836,4.962860542,0.76666667,465.0575737,369815.3801,76.929,5.429,NA,NA,5.3,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,72,"prov1",25.659,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov2",49.63333333,-116.05,990,4.3,NA,73.786,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",49.63278737,5.348975063,1.15,551.9503919,369815.3801,76.929,3.143,NA,NA,5.9,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,74,"prov2",50.216,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov3",50.06666667,-117.3833333,915,5,NA,74.071,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",48.23445312,5.217706992,1.58333334,471.7336145,369815.3801,76.929,2.858,NA,NA,5.2,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,74,"prov3",42.239,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov4",51.36666667,-118.3,990,3.5,NA,78.357,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",23.27590283,5.641148654,2.88333334,486.5869593,369815.3801,76.929,-1.428,NA,NA,6.7,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,78,"prov4",6.4425,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov5",50.56666667,-118.8333333,850,5.1,NA,81.5,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",51.25306424,5.411173069,2.08333334,403.6165341,369815.3801,76.929,-4.571,NA,NA,5.1,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,82,"prov5",68.0355,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov6",50.76666667,-119.5333333,600,5.8,NA,74.071,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",44.90024172,5.526515823,2.28333334,377.4562144,369815.3801,76.929,2.858,NA,NA,4.4,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,74,"prov6",27.048,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov7",50.81666667,-119.75,1250,3.8,NA,76.929,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",53.07371258,5.486133567,2.33333334,369.8153801,369815.3801,76.929,0,NA,NA,6.4,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,77,"prov7",62.0495,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov8",52.51666667,-122.4,760,4.7,NA,80.643,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",44.5624232,6.189762555,4.03333334,454.225034,369815.3801,76.929,-3.714,NA,NA,5.5,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,81,"prov8",49.553,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov9",52.51666667,-121.5166667,830,3.8,NA,77.786,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",41.71296915,6.023658574,4.03333334,468.0936251,369815.3801,76.929,-0.857,NA,NA,6.4,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,78,"prov9",39.2205,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov10",52.78333333,-122.2333333,760,4,NA,84.071,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",38.11033989,6.242550454,4.3,485.3881228,369815.3801,76.929,-7.142,NA,NA,6.2,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,84,"prov10",39.69,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov11",53.78333333,-122.6333333,975,2.9,NA,90.357,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",43.17682266,6.574093327,5.3,592.0557536,369815.3801,76.929,-13.428,NA,NA,7.3,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,90,"prov11",68.426,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov12",53.91666667,-122.3666667,915,2.7,NA,88.071,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",36.51365822,6.62539656,5.43333334,608.7502467,369815.3801,76.929,-11.142,NA,NA,7.5,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,88,"prov12",37.9825,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov13",54.1,-122.35,685,3.4,NA,81.5,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",41.44275877,6.76489902,5.61666667,629.1333046,369815.3801,76.929,-4.571,NA,NA,6.8,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,82,"prov13",39.2945,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov14",54.13333333,-121.7833333,760,3.1,NA,79.786,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",41.69001703,6.902733149,5.65,638.567612,369815.3801,76.929,-2.857,NA,NA,7.1,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,80,"prov14",36.172,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov15",54.5,-128.5666667,70,6.5,NA,66.929,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",54.69559517,4.874249088,6.01666667,759.031069,369815.3801,76.929,10,NA,NA,3.7,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,67,"prov15",76.105,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov16",54.7,-128.2666667,270,5.9,NA,71.786,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",16.59554304,5.243393707,6.21666667,769.0623737,369815.3801,76.929,5.143,NA,NA,4.3,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,72,"prov16",30.6495,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov17",55.13333333,-127.7166667,350,5.5,NA,85.786,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",27.80512141,5.533374832,6.65,797.1733183,369815.3801,76.929,-8.857,NA,NA,4.7,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,86,"prov17",27.0955,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov18",55.18333333,-127.7833333,480,4.1,NA,92.357,NA,48.48333333,-123.4,20,"1998",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",42.62124492,5.503150195,6.7,803.9789676,369815.3801,76.929,-15.428,NA,NA,6.1,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,92,"prov18",85.055,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov1",49.25,-117.1666667,840,4.9,NA,99.5,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",65.82941079,4.962860542,1.53333333,233.8776755,9585.893913,94.357,-5.143,NA,NA,1.3,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,100,"prov1",97.6835,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
