prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,earth_distance_from_garden,earth_distance_from_garden_min,spring_event_closest_prov,spring_event_difference 
prov5,54.45,-126.8,579,3.6,1.95,79.6,165.77,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,38.42797254,5.901102436,5.193933,627332.5149,49726.32781,67.7,-11.9
prov6,45.75,-122.83,650,8.8,1.77,60.53,266.53,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.84505648,3.826421718,3.506067,391087.1993,49726.32781,67.7,7.17
prov7,51.73,-127.32,67,7.8,6.82,78.03,224.15,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,70.62724162,3.491334178,2.473933,398811.1585,49726.32781,67.7,-10.33
prov8,51.77,-127.2,79,7.8,8.17,70.28,220.78,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,65.0919475,3.583102566,2.513933,395741.9091,49726.32781,67.7,-2.58
prov9,49.1,-121.52,480,7.1,3.87,63.25,258.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,62.29308272,4.422876366,0.156067,127322.8762,49726.32781,67.7,4.45
prov10,49.08,-121.73,280,7,4.02,67.2,259.27,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.8353235,4.30085196,0.176067,112562.4385,49726.32781,67.7,0.5
prov11,49.95,-125.25,76,9,2.73,65.03,243.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.72011552,3.939451715,0.693933,163871.3692,49726.32781,67.7,2.67
prov12,49.67,-125.07,76,9.1,2.44,70.94,231.58,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,77.42088042,3.957385187,0.413933,139729.1447,49726.32781,67.7,-3.24
prov13,49.07,-123.87,20,9.7,1.92,67.7,254.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,95.75927945,3.63590898,0.186067,49726.32781,49726.32781,67.7,0
prov14,52.77,-126.62,213,6.1,3.92,68.73,225.6,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,30.92047244,4.996786362,3.513933,456773.227,49726.32781,67.7,-1.03
prov15,52.83,-126.7,152,5,3.24,69.08,225.68,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,37.66721895,4.91696125,3.573933,465305.0828,49726.32781,67.7,-1.38
prov16,52.83,-126.8,91,5.1,3.75,69.93,228.23,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,70.18809103,4.822001716,3.573933,468982.1627,49726.32781,67.7,-2.23
prov17,52.82,-126.95,27,6.7,4.06,75.45,226.43,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,75.05733411,4.744790866,3.563933,473722.3351,49726.32781,67.7,-7.75
prov18,50.25,-123.58,305,6.1,3.69,74.73,240.75,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,67.20721849,4.549823694,0.993933,113077.6156,49726.32781,67.7,-7.03
prov19,49.52,-124.85,46,9.2,2.3,71.1,225.26,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,85.26068418,3.895551292,0.263933,119809.7459,49726.32781,67.7,-3.4
prov20,50.1,-123,579,5.9,3.39,75.7,229.85,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,43.57509402,4.734271662,0.843933,95583.29537,49726.32781,67.7,-8
prov21,44.42,-123.33,300,10.6,1.54,40.77,278.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,84.16488059,3.617896228,4.836067,537648.7027,49726.32781,67.7,26.93
prov22,50.03,-122.53,213,7.7,2.86,60.74,240.06,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,72.73549566,4.791189576,0.773933,100566.8338,49726.32781,67.7,6.96
prov23,49.77,-122.22,64,8.4,3.85,62.98,246.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.37444736,4.602925711,0.513933,93972.5445,49726.32781,67.7,4.72
prov24,55.22,-127.67,238,4.5,2.61,64.93,175.95,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,49.56541881,5.600697148,5.963933,728720.0114,49726.32781,67.7,2.77
prov25,50.93,-124.85,46,8.6,3.06,59.6,239.9,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,84.42769954,4.345895343,1.673933,218564.2269,49726.32781,67.7,8.1
prov26,50.95,-124.9,37,7.9,3.08,58.78,243.94,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,85.43534052,4.300437311,1.693933,222327.5979,49726.32781,67.7,8.92
prov27,51.23,-124.95,88,8.1,2.57,55.66,234.12,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,54.31304022,4.685933584,1.973933,250812.6319,49726.32781,67.7,12.04
prov28,51.28,-124.83,152,6.6,2.31,59.52,235.22,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,34.24680995,4.813173887,2.023933,251724.9833,49726.32781,67.7,8.18
prov29,49.43,-121.43,61,8.9,3.76,59.18,256.52,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.46302118,4.649325316,0.173933,133661.2769,49726.32781,67.7,8.52
prov30,49.4,-121.55,500,7.2,4.86,61.6,235.1,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,44.20363194,4.937122926,0.143933,124604.6563,49726.32781,67.7,6.1
prov31,49.28,-121.95,40,9.3,4.18,59.4,263.93,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,84.37851768,4.343842491,0.023933,94649.94147,49726.32781,67.7,8.3
prov32,49.23,-121.85,30,10,4.32,54.53,261.47,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,82.9754201,4.313598502,0.026067,101982.738,49726.32781,67.7,13.17
prov33,56.73,-129.73,579,2.3,3.6,64.98,160.45,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,33.55123144,6.305791834,7.473933,937711.5414,49726.32781,67.7,2.72
prov34,56.7,-131.15,73,4.6,4.81,72.33,149.95,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,45.84656454,4.944485518,7.443933,982376.7851,49726.32781,67.7,-4.63
prov35,56.93,-130.33,317,3.1,2.68,75.65,151.98,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,38.77382257,5.829332944,7.673933,975701.2189,49726.32781,67.7,-7.95
prov36,44,-122.92,150,12,1.76,54.9,276.08,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,77.90114739,3.5738832,5.256067,584827.7446,49726.32781,67.7,12.8
prov37,44.73,-123.08,100,11.4,1.78,55.15,267.73,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,77.84936879,3.633656629,4.526067,503331.7008,49726.32781,67.7,12.55
prov38,52.93,-121.17,823,3.7,3.48,70.7,188.16,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,35.85378353,6.107168649,3.673933,433875.9715,49726.32781,67.7,-3
prov39,51.12,-125.58,30,8.9,3.79,72.17,232.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,84.29917348,3.66023161,1.863933,265816.6455,49726.32781,67.7,-4.47
prov40,51.57,-125.5,427,5,2.08,65.87,225.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,56.29067858,4.557265556,2.313933,302998.71,49726.32781,67.7,1.83
prov41,51.73,-125.57,427,4.9,1.97,69.34,229.24,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,56.77013132,4.66860321,2.473933,320639.3557,49726.32781,67.7,-1.64
prov42,51.3,-125.77,105,6.8,2.88,73.33,225.46,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,70.15238723,4.015948609,2.043933,289715.7301,49726.32781,67.7,-5.63
prov43,54.25,-128.52,122,6.2,3.73,91.87,185.23,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,51.8432965,4.739740373,4.993933,663794.6182,49726.32781,67.7,-24.17
prov44,54.05,-128.68,18,7,4.79,80.83,212.43,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,64.67696828,4.653139575,4.793933,652050.0422,49726.32781,67.7,-13.13
prov45,45.2,-123.08,100,11.3,1.47,66.83,270.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,76.18490714,3.795383575,4.056067,451117.7424,49726.32781,67.7,0.87
prov46,50.62,-123.38,411,6,3.47,68.35,221.83,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,56.77734661,4.88784212,1.363933,151993.944,49726.32781,67.7,-0.65
prov47,50.55,-123.2,274,5.9,3.13,55.44,232.02,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,65.90066828,4.981289129,1.293933,143965.3802,49726.32781,67.7,12.26
prov48,50.5,-123,271,6.2,2.09,50.58,238.6,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,67.99361668,5.014361779,1.243933,139520.555,49726.32781,67.7,17.12
prov49,50.3,-122.75,222,7.3,2.82,53.7,241.93,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,71.33766334,4.919051403,1.043933,121567.528,49726.32781,67.7,14
prov50,49.23,-124.07,60,9.8,2.09,67.9,240.05,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,87.28804368,3.639382031,0.026067,59776.62021,49726.32781,67.7,-0.2
prov51,46.08,-123.92,100,10.3,3.1,50.35,268.3,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,73.63101379,2.854006008,3.176067,356689.9093,49726.32781,67.7,17.35
prov52,51.32,-126.23,275,7.1,7.29,71.77,221.35,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,57.00215955,3.79757269,2.063933,312693.4522,49726.32781,67.7,-4.07
prov53,54.18,-122,579,3.5,3.61,68.7,186.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,45.9895509,6.920512952,4.923933,554590.7482,49726.32781,67.7,-1
prov54,51.63,-126.68,70,8,5.49,68.58,229.92,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,73.46131915,3.784010332,2.373933,359222.5588,49726.32781,67.7,-0.88
prov55,51.62,-126.58,122,6.5,7.01,77.66,240.42,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,63.90112353,3.825052505,2.363933,353637.4108,49726.32781,67.7,-9.96
prov56,50.22,-125.8,30,8.9,3.51,78.85,235.45,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,77.24544887,3.726824374,0.963933,212778.4528,49726.32781,67.7,-11.15
prov57,49.12,-122.33,8,10.2,3.96,66.3,252.63,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,83.23538322,3.994117356,0.136067,68751.6335,49726.32781,67.7,1.4
prov58,55.22,-129.13,58,6.1,3.06,60.3,190.77,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,55.79755246,4.934672883,5.963933,775092.8753,49726.32781,67.7,7.4
prov59,45.58,-122,300,12.2,5.74,52.87,258.1,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,39.26390146,4.265252727,3.676067,419428.6482,49726.32781,67.7,14.83
prov60,50,-121.57,213,7.7,1.56,64.77,235.13,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,71.88853268,5.033012251,0.743933,146891.0306,49726.32781,67.7,2.93
prov61,49.97,-121.82,335,6.8,3.25,74.86,230.96,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,68.54339984,4.94793721,0.713933,130325.5376,49726.32781,67.7,-7.16
prov62,50.6,-125.32,5,9.4,7.1,73.56,229.56,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,81.24071468,3.548689296,1.343933,210782.1942,49726.32781,67.7,-5.86
prov63,50.68,-125.25,58,8.2,6.46,77.28,224.34,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,65.50363993,3.703960309,1.423933,213695.7825,49726.32781,67.7,-9.58
prov64,52.95,-122.87,823,3.3,2.9,55.3,194.78,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,35.84001685,6.31750125,3.693933,411810.127,49726.32781,67.7,12.4
prov65,53.07,-122.52,472,5.4,2.76,58.92,220.66,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,47.59591152,6.342753913,3.813933,427360.604,49726.32781,67.7,8.78
prov66,52.97,-122.32,488,5,2.98,67.63,225.18,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,53.00288361,6.312143766,3.713933,418267.6453,49726.32781,67.7,0.07
prov67,52.72,-122.47,442,5.6,2.5,54.7,231.58,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,58.50545776,6.278308578,3.463933,389221.6927,49726.32781,67.7,13
prov68,54.03,-122.6,564,4,2.71,60.3,212.92,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,47.93044259,6.716847873,4.773933,533045.937,49726.32781,67.7,7.4
prov69,54.77,-128.27,122,5.1,3.19,65.3,177.73,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,58.66583114,5.179071656,5.513933,703284.2002,49726.32781,67.7,2.4
prov70,54.45,-128.75,61,6,3.09,63.67,214.5,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,62.9125696,4.777982279,5.193933,690604.9014,49726.32781,67.7,4.03
prov71,54.4,-128.98,43,6,3.83,63.08,171.53,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,63.51363966,4.568723149,5.143933,694923.9695,49726.32781,67.7,4.62
prov72,54.38,-129.0533333,40.33333333,5.8,5.3,63.57,185.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,64.94131395,4.514262783,5.123933,696025.6034,49726.32781,67.7,4.13
prov73,54.22,-129.53,21,6.3,7.61,67.53,193.77,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,64.82011325,3.942169684,4.963933,701726.9861,49726.32781,67.7,0.17
prov74,54.55,-128.47,61,5.6,3.28,56.92,204.18,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,61.82099579,4.998389855,5.293933,689519.6712,49726.32781,67.7,10.78
prov75,50.22,-123.98,61,8.3,5.95,69.6,235.53,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,72.06973601,4.395908588,0.963933,119427.8659,49726.32781,67.7,-1.9
prov76,50.23,-124,115,8.6,6.45,69.33,239.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,76.60728364,4.391163829,0.973933,121061.708,49726.32781,67.7,-1.63
prov77,50.25,-124,152,9.4,7.27,79.03,244.1,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,20.29970264,4.787741406,0.993933,123051.3906,49726.32781,67.7,-11.33
prov78,50.25,-124.02,323,7.6,6.35,71.83,239.33,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,79.60485317,4.394444177,0.993933,123691.0786,49726.32781,67.7,-4.13
prov79,50.22,-123.95,231,8.6,6.83,74.9,233.66,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,57.49110352,4.427190872,0.963933,118491.0851,49726.32781,67.7,-7.2
prov80,50.25,-123.93,244,6.8,6.1,70.9,223.7,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,55.61707523,4.474732002,0.993933,120921.1352,49726.32781,67.7,-3.2
prov81,50.22,-125.82,30,9.3,3.66,84.75,244.28,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,51.21143943,4.295505839,0.963933,214024.7321,49726.32781,67.7,-17.05
prov82,50.27,-125.83,30,8.6,4.16,73.5,239,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,85.70913206,3.581880213,1.013933,217397.3586,49726.32781,67.7,-5.8
prov83,50.28,-125.87,30,8.5,4.15,77.43,255.93,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,86.91365962,3.544594121,1.023933,220421.4935,49726.32781,67.7,-9.73
prov84,49.87,-123.23,61,8.6,4.12,57.2,255.63,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.78932594,4.253722965,0.613933,68297.38025,49726.32781,67.7,10.5
prov85,50.1,-123.37,177,7.1,3.67,60,242.53,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,71.83797539,4.435707959,0.843933,94263.14616,49726.32781,67.7,7.7
prov86,50.82,-124.48,239,6.9,4.01,68.95,249.53,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,35.86131233,4.606766558,1.563933,194992.5432,49726.32781,67.7,-1.25
prov87,50.88,-124.73,91,7.1,3.48,64.68,230.62,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,83.97139199,4.39566481,1.623933,209404.4216,49726.32781,67.7,3.02
prov88,58.7,-133.4,49,5.2,4.57,54.03,154.17,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,28.33529757,5.867672146,9.443933,1241333.813,49726.32781,67.7,13.67
prov89,50.52,-124.23,67,7.9,5.87,65.6,239.3,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,80.76076147,4.449261165,1.263933,157232.1994,49726.32781,67.7,2.1
prov90,50.57,-124.08,73,7.2,4.57,69.58,235.08,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,79.05910603,4.535834249,1.313933,157833.1626,49726.32781,67.7,-1.88
prov91,56.57,-129.82,640,1.7,3.75,60.1,148.6,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,37.82758473,5.813373301,7.313933,925212.8773,49726.32781,67.7,7.6
prov92,49.15,-122.1,20,10,4.27,54.6,253.03,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,82.89223404,4.125564489,0.106067,84632.06239,49726.32781,67.7,13.1
prov93,49.67,-121.42,91,8,2.37,63.42,235.3,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,78.91527032,4.761469612,0.413933,140417.1494,49726.32781,67.7,4.28
prov94,50.13,-126.05,213,8.5,4.36,83.95,237.95,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,63.89451079,3.951880081,0.873933,224169.6871,49726.32781,67.7,-16.25
prov95,53.92,-122.28,640,3.7,3.09,78.35,212.95,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,43.99606122,6.647051726,4.663933,523229.3818,49726.32781,67.7,-10.65
prov96,49.57,-121.47,549,6.9,5.14,64.88,259.78,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,51.49872845,4.846402971,0.313933,133799.2434,49726.32781,67.7,2.82
prov97,49.57,-121.4,61,8.8,4.74,60.6,239.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,79.24437131,4.698607586,0.313933,138708.7342,49726.32781,67.7,7.1
prov1,38.63333333,-123.23,200,13.7,0.58,NA,280,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,60.23111603,2.864194697,5.93236667,658893.2271,19243.31281,125,#VALUE!
prov2,40.95,-123.64,700,13,1.31,NA,274,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,58.92300544,3.656574895,3.6157,402763.4971,19243.31281,125,#VALUE!
prov3,43.5,-124,500,10.2,2.86,NA,259,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,83.6069808,3.005630796,1.0657,131869.5106,19243.31281,125,#VALUE!
prov4,44.5,-123.5,700,10.1,2.43,125,254,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,66.37798337,4.098250187,0.0657,19243.31281,19243.31281,125,0
prov5,45.43333333,-123.8,200,9.7,3.98,NA,253,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,75.45059828,2.79870523,0.86763333,104900.0121,19243.31281,125,#VALUE!
prov6,46.03333333,-122.35,500,9.1,4.71,123,246,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,61.17385533,4.232762395,1.46763333,178545.8989,19243.31281,125,2
prov7,46.91666667,-123.72,100,9.8,3.93,121,248,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,74.81647128,3.201696625,2.35096667,263574.5609,19243.31281,125,4
prov8,47.58333333,-121.75,200,9.4,3.4,NA,247,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,60.51747948,4.023693969,3.01763333,355566.0167,19243.31281,125,#VALUE!
prov9,48.36666667,-124.63,100,8.8,4.68,124,241,44.5657,-123.276,70,1978,11.3,1.47,North America,North America,same,Tsuga heterophylla,gymnosperm,E,NG TSUGHE Kuser 1980,74.76811077,3.053470786,3.80096667,435108.4538,19243.31281,125,1
