prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,earth_distance_from_garden,earth_distance_from_garden_min,spring_event_closest_prov,spring_event_difference 
prov14,53.65,10.66666667,55,8.591666667,5.508333333,121.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,84.60043625,5.045581353,5.01666667,807915.6194,133809.8493,116.6,-4.7
prov15,50.35,9.683333333,535,7.775,6.125,119.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,89.21810653,5.053726068,1.71666667,703245.7855,133809.8493,116.6,-2.9
prov16,52.05,12.41666667,140,8.9,4.508333333,126.1,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,85.44159249,5.661431031,3.41666667,604812.9739,133809.8493,116.6,-9.5
prov17,48.46666667,9.45,760,6.858333333,7.791666667,124,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,86.40247974,4.998021007,0.16666666,707302.9031,133809.8493,116.6,-7.4
prov18,47.71666667,14.1,1250,4.783333333,12.46666667,120.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.44790514,5.017037835,0.91666666,380721.1858,133809.8493,116.6,-4.3
prov19,47.53333333,14.85,1100,5.058333333,10.9,114.7,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,61.24413165,5.053419063,1.1,334762.8982,133809.8493,116.6,1.9
prov20,49.83333333,19.16666667,450,7.208333333,8.1166667,116.6,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,92.82339947,5.778194125,1.2,133809.8493,133809.8493,116.6,0
prov21,49.46666667,22.33333333,540,7.208333333,6.108333,117.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,92.22493153,5.816890165,0.83333334,258387.3556,133809.8493,116.6,-1.3
prov22,49.25,22.81666667,900,6.558333,6.491667,116.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,90.96545995,5.723446709,0.61666667,285480.588,133809.8493,116.6,-0.2
prov23,50.8,15.23333333,760,5.433333,8.991666667,117.7,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,57.4253314,5.695969318,2.16666667,364842.2769,133809.8493,116.6,-1.1
prov24,50.56666667,13.25,800,6.8,4.975,114.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.08482027,5.580729913,1.93333334,469945.1155,133809.8493,116.6,2.1
prov25,48.85,14,990,6.05,7.416667,114.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,62.6847795,5.221232196,0.21666667,370914.0188,133809.8493,116.6,1.7
prov26,45.63333333,14.38333333,1000,5.391667,14.50833,119.6,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,69.06007584,4.591622016,3,485309.0324,133809.8493,116.6,-3
prov27,45.73333333,14.35,1040,5.391667,14.50833,121.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,83.63072574,4.667408608,2.9,479368.4333,133809.8493,116.6,-4.6
prov28,42.06666667,26.13333333,200,11.78333,5.408333333,120.1,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,68.71324629,5.092047805,6.56666666,916849.2341,133809.8493,116.6,-3.5
prov29,47.03333333,7.25,530,8.058333,7.991666667,121.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,81.14636717,4.734643594,1.6,898953.2765,133809.8493,116.6,-4.9
prov30,50,14,480,8.158333333,4.441667,125.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,91.92605186,5.501153663,1.36666667,396163.6931,133809.8493,116.6,-8.6
prov31,54.33333333,18.16666667,250,5.925,5.35,127.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,75.01899745,5.207113885,5.7,637004.4438,133809.8493,116.6,-10.7
prov32,49.15,17.31666667,410,8.591666667,4.683333333,119,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,90.26832606,5.619363385,0.51666667,138372.1793,133809.8493,116.6,-2.4
prov1,49.53333333,0.766666667,80,10.51666667,5.875,132.4,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,66.60102777,3.806867906,0.9,1334823.914,133809.8493,127.4,-5
prov2,49.25,3.1,140,10.10833333,5.36667,132.8,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.39565681,4.197103279,0.61666667,1167075.674,133809.8493,127.4,-5.4
prov3,44.15,2.583333333,850,10.16666667,7.491667,134.1,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.65427068,4.078381323,4.48333333,1356437.462,133809.8493,127.4,-6.7
prov4,48.36666667,1.15,180,10.39166667,5.283333333,131.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,69.61987566,3.983047086,0.26666666,1318911.094,133809.8493,127.4,-4.3
prov5,46.8,5.833333333,600,8.125,9.141666667,133.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,78.36964997,4.2676936,1.83333333,1009825.841,133809.8493,127.4,-6.3
prov6,49.66666667,6.2,400,9.066666667,7.108333333,130.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,82.10995386,4.892060587,1.03333334,942065.0133,133809.8493,127.4,-2.8
prov7,50.83333333,4.416666667,110,9.908333333,6.8,135.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,74.60099762,4.474286876,2.2,1079823.896,133809.8493,127.4,-7.8
prov8,51.93333333,6.733333333,45,9.45,6.25,133.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,78.00655568,4.876543217,3.3,948893.0569,133809.8493,127.4,-5.8
prov9,52.28333333,5.8,33,9.116666667,6.591666667,136.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,76.23376397,4.737223293,3.65,1021752.88,133809.8493,127.4,-8.8
prov10,41.56666667,23.73333333,1450,9.933333333,5.308333333,131.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,74.29706993,4.924997067,7.06666666,867687.0725,133809.8493,127.4,-4.1
prov11,51.71666667,-2,140,9.516666667,5.875,130.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,63.47072777,3.69622524,3.08333334,1535350.681,133809.8493,127.4,-3.3
prov12,54.91666667,9.583333333,50,8.15,6.566666667,131,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,75.01851343,4.378702717,6.28333334,954511.4932,133809.8493,127.4,-3.6
prov13,55.56666667,13.2,40,8.391666667,4.833333333,132.9,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,82.24131823,4.95339652,6.93333334,868154.042,133809.8493,127.4,-5.5
prov14,53.65,10.66666667,55,8.591666667,5.508333333,129,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,84.60043625,5.045581353,5.01666667,807915.6194,133809.8493,127.4,-1.6
prov15,50.35,9.683333333,535,7.775,6.125,129.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,89.21810653,5.053726068,1.71666667,703245.7855,133809.8493,127.4,-1.8
prov16,52.05,12.41666667,140,8.9,4.508333333,132.4,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,85.44159249,5.661431031,3.41666667,604812.9739,133809.8493,127.4,-5
prov17,48.46666667,9.45,760,6.858333333,7.791666667,131.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,86.40247974,4.998021007,0.16666666,707302.9031,133809.8493,127.4,-4.1
prov18,47.71666667,14.1,1250,4.783333333,12.46666667,129.3,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.44790514,5.017037835,0.91666666,380721.1858,133809.8493,127.4,-1.9
prov19,47.53333333,14.85,1100,5.058333333,10.9,126.9,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,61.24413165,5.053419063,1.1,334762.8982,133809.8493,127.4,0.5
prov20,49.83333333,19.16666667,450,7.208333333,8.1166667,127.4,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,92.82339947,5.778194125,1.2,133809.8493,133809.8493,127.4,0
prov21,49.46666667,22.33333333,540,7.208333333,6.108333,128.3,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,92.22493153,5.816890165,0.83333334,258387.3556,133809.8493,127.4,-0.9
prov22,49.25,22.81666667,900,6.558333,6.491667,127.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,90.96545995,5.723446709,0.61666667,285480.588,133809.8493,127.4,-0.1
prov23,50.8,15.23333333,760,5.433333,8.991666667,127.5,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,57.4253314,5.695969318,2.16666667,364842.2769,133809.8493,127.4,-0.1
prov24,50.56666667,13.25,800,6.8,4.975,125.6,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,70.08482027,5.580729913,1.93333334,469945.1155,133809.8493,127.4,1.8
prov25,48.85,14,990,6.05,7.416667,127.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,62.6847795,5.221232196,0.21666667,370914.0188,133809.8493,127.4,0.2
prov26,45.63333333,14.38333333,1000,5.391667,14.50833,129.6,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,69.06007584,4.591622016,3,485309.0324,133809.8493,127.4,-2.2
prov27,45.73333333,14.35,1040,5.391667,14.50833,129.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,83.63072574,4.667408608,2.9,479368.4333,133809.8493,127.4,-2.3
prov28,42.06666667,26.13333333,200,11.78333,5.408333333,129.9,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,68.71324629,5.092047805,6.56666666,916849.2341,133809.8493,127.4,-2.5
prov29,47.03333333,7.25,530,8.058333,7.991666667,129.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,81.14636717,4.734643594,1.6,898953.2765,133809.8493,127.4,-2.3
prov30,50,14,480,8.158333333,4.441667,131.8,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,91.92605186,5.501153663,1.36666667,396163.6931,133809.8493,127.4,-4.4
prov31,54.33333333,18.16666667,250,5.925,5.35,134.1,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,75.01899745,5.207113885,5.7,637004.4438,133809.8493,127.4,-6.7
prov32,49.15,17.31666667,410,8.591666667,4.683333333,128.3,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,T*,EA FAGUSY Gömöry & Paule 2011,90.26832606,5.619363385,0.51666667,138372.1793,133809.8493,127.4,-0.9
prov1,43.75,0.216666667,131,13.00833333,NA,101.646,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,89.58274577,3.759646059,0.98333333,117766.0634,117766.0634,101.646,0
prov2,43.21666667,0.733333333,259,12.125,NA,102.663,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,83.25660898,3.658092153,1.51666666,168540.7166,117766.0634,101.646,-1.017
prov3,43.25,0,387,10.925,NA,105.86,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,87.27659285,3.826391858,1.48333333,175914.2401,117766.0634,101.646,-4.214
prov4,43.11666667,0.533333333,422,11.75833333,NA,111.09,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,73.33178576,3.796006488,1.61666666,180603.5679,117766.0634,101.646,-9.444
prov5,42.91666667,0.033333333,803,2.4,NA,106.877,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,19.69484956,4.375312526,1.81666666,210288.4973,117766.0634,101.646,-5.231
prov6,42.9,0.433333333,841,5.291666667,NA,106.877,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,33.9270363,4.218414095,1.83333333,205456.381,117766.0634,101.646,-5.231
prov7,42.88333333,0.416666667,1194,3.8,NA,108.184,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,29.52164808,4.434220352,1.85,207470.3917,117766.0634,101.646,-6.538
prov8,42.78333333,0.016666667,1235,2.4,NA,113.269,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,16.25659635,4.509393293,1.95,224917.8119,117766.0634,101.646,-11.623
prov9,42.88333333,0.4,1614,3.8,NA,108.329,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,29.52164808,4.434220352,1.85,207656.6193,117766.0634,101.646,-6.683
prov10,42.86666667,0.116666667,1630,3.941666667,NA,114.286,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,12.15281986,4.566253742,1.86666666,213894.7812,117766.0634,101.646,-12.64
prov1,43.75,0.216666667,131,13.00833333,NA,101.418,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,93.81642338,3.759646059,0.81666667,90832.28531,90832.28531,101.418,0
prov2,43.21666667,0.733333333,259,12.125,NA,102.572,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,79.53038704,3.658092153,1.35,154613.7841,90832.28531,101.418,-1.154
prov3,43.25,0,387,10.925,NA,107.188,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,83.18601769,3.826391858,1.31666667,147855.15,90832.28531,101.418,-5.77
prov4,43.11666667,0.533333333,422,11.75833333,NA,104.014,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,69.39382178,3.796006488,1.45,162528.9994,90832.28531,101.418,-2.596
prov5,42.91666667,0.033333333,803,2.4,NA,112.38,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,18.08314263,4.375312526,1.65,184287.6467,90832.28531,101.418,-10.962
prov6,42.9,0.433333333,841,5.291666667,NA,104.88,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,31.36740157,4.218414095,1.66666667,185664.4512,90832.28531,101.418,-3.462
prov7,42.88333333,0.416666667,1194,3.8,NA,107.332,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,27.24479016,4.434220352,1.68333334,187419.9263,90832.28531,101.418,-5.914
prov8,42.78333333,0.016666667,1235,2.4,NA,111.947,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,14.97428832,4.509393293,1.78333334,199161.5883,90832.28531,101.418,-10.529
prov9,42.88333333,0.4,1614,3.8,NA,110.793,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,27.24479016,4.434220352,1.68333334,187338.1389,90832.28531,101.418,-9.375
prov10,42.86666667,0.116666667,1630,3.941666667,NA,115.12,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,11.17418104,4.566253742,1.7,189267.7202,90832.28531,101.418,-13.702
