prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,distance_from_garden_min,spring_event_closest_prov,spring_event_difference
prov42,37.53,-112.77,2865,2.9,2.52,103.5,306.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,45.75461427,4.503143088,9.17,0.47,103.4,-0.1
prov43,37.57,-112.83,3018,2.4,2.64,102.3,305.2,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,35.90014121,4.545183955,9.13,0.47,103.4,1.1
prov44,37.58,-112.87,3231,2.1,2.7,101.6,305.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,41.49763408,4.560288639,9.12,0.47,103.4,1.8
prov45,37.87,-109.47,2804,5.4,2.84,103.4,309.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,37.16536218,4.82547221,8.83,0.47,103.4,0
prov46,37.85,-109.45,2972,4.6,2.79,102.3,306.3,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,36.23654035,4.804120979,8.85,0.47,103.4,1.1
prov47,37.85,-109.47,3109,4.1,2.94,103.5,307.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,39.93153878,4.796383643,8.85,0.47,103.4,-0.1
prov48,43.5,-110.98,2256,3.1,3.04,102.6,304.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,45.01268288,5.086787307,3.2,0.47,103.4,0.8
prov49,43.78,-110.13,2728,0.2,2.68,102.5,298.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,27.89212255,5.140831089,2.92,0.47,103.4,0.9
prov50,41.68,-111.42,2469,3.7,1.95,102.9,306.2,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,41.63720886,4.960134453,5.02,0.47,103.4,0.5
prov51,41.88,-111.65,2637,3.2,2.98,102.9,303.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,37.01142624,4.991902115,4.82,0.47,103.4,0.5
prov52,41.88,-111.63,2438,4.1,2.94,102.6,304.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,41.83435369,4.930516049,4.82,0.47,103.4,0.8
prov53,41.88,-111.6,2103,5.2,2.6,101.6,304.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,51.15776703,4.851179738,4.82,0.47,103.4,1.8
prov54,41.68,-111.37,2301,4.8,1.94,102.1,304.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,44.01701634,4.971548237,5.02,0.47,103.4,1.3
prov55,40.78,-110.88,2789,3.1,2.77,102.2,303.8,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,34.4486342,4.917424641,5.92,0.47,103.4,1.2
prov56,40.75,-110.87,2941,2.3,2.84,104.3,305.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,27.4142086,4.905301633,5.95,0.47,103.4,-0.9
prov57,40.93,-110.67,3124,1.8,2.62,104,305,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,30.58521166,5.059253665,5.77,0.47,103.4,-0.6
prov58,36.73,-106.3,2972,2.8,2.48,103.9,314.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,48.0835007,4.470936715,9.97,0.47,103.4,-0.5
prov59,33.4,-105.78,2926,5.5,4.73,103.7,270,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,69.24442364,4.180173592,13.3,0.47,103.4,-0.3
prov60,35.33,-111.7,2774,4.9,3.19,102.6,316.3,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,30.85789031,3.936399086,11.37,0.47,103.4,0.8
prov61,40.72,-110.85,3178,1,2.94,102.2,302.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,23.72436036,4.901511035,5.98,0.47,103.4,1.2
prov62,40.78,-109.58,2835,2.5,2.85,100.8,302.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,32.75797363,5.067440151,5.92,0.47,103.4,2.6
prov63,40.77,-109.78,3048,1.8,3.05,106.2,305.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,25.42564356,4.993082119,5.93,0.47,103.4,-2.8
prov64,40.77,-109.83,3292,-0.2,3.05,103.4,301.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,15.431941,5.107224211,5.93,0.47,103.4,0
prov65,40.6,-110.02,2621,5.2,2.56,103,306,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,31.93453728,4.866420305,6.1,0.47,103.4,0.4
prov66,40.72,-110.03,2987,0.9,2.98,103.2,304.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,28.52755326,4.898194975,5.98,0.47,103.4,0.2
prov67,40.78,-110.02,3185,0.1,3.36,102.8,302.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,22.11974401,4.943862633,5.92,0.47,103.4,0.6
prov68,41.92,-113.4,2713,2.8,2.54,103.7,305.2,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,34.97788027,5.171779456,4.78,0.47,103.4,-0.3
prov69,41.43,-111.52,2728,2.4,2.37,101.9,304.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,38.83946972,4.941741351,5.27,0.47,103.4,1.5
prov70,40.48,-111,2743,3.9,2.29,103.2,304.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,32.83096174,4.852881716,6.22,0.47,103.4,0.2
prov71,40.48,-111.03,2880,3,2.24,102.8,304.8,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,31.96832987,4.893331368,6.22,0.47,103.4,0.6
prov72,39.03,-114.3,2987,4.2,2.39,104.4,305.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,31.07522594,5.178273801,7.67,0.47,103.4,-1
prov73,38.53,-112.08,3048,4,2.44,104.2,306.2,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,38.16270317,5.190195348,8.17,0.47,103.4,-0.8
prov74,38.52,-112.05,3139,3.2,2.45,102.5,305.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,35.87313945,5.226840458,8.18,0.47,103.4,0.9
prov75,38.53,-112.07,3383,2.2,2.45,103.3,304.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,35.36101272,5.266673807,8.17,0.47,103.4,0.1
prov76,38.63,-111.65,2804,3.6,2.45,102.2,306.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,45.8124747,4.825371042,8.07,0.47,103.4,1.2
prov77,38.43,-111.47,3109,2.9,2.06,102.7,305.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,27.95350738,4.90602377,8.27,0.47,103.4,0.7
prov78,38.48,-111.47,2850,3.9,2,102.9,306.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,37.06750179,4.811647055,8.22,0.47,103.4,0.5
prov79,38.47,-111.47,2972,3.3,2.04,104.3,307.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,34.5147507,4.839812575,8.23,0.47,103.4,-0.9
prov80,38.43,-111.47,3002,3.5,2.06,102.8,309.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,27.95350738,4.90602377,8.27,0.47,103.4,0.6
prov81,39.65,-110.33,2926,5,2.25,103.5,306.2,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,43.29342387,5.079108554,7.05,0.47,103.4,-0.1
prov82,39.25,-111.43,3139,1.5,2.23,102.6,303.8,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,29.23364872,4.887634903,7.45,0.47,103.4,0.8
prov83,39.17,-111.48,3261,1.2,2.41,103.1,305,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,30.65631878,4.870237077,7.53,0.47,103.4,0.3
prov84,38.48,-109.28,2957,4.4,2.58,103.3,307.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,53.10332389,5.151612111,8.22,0.47,103.4,0.1
prov85,38.47,-109.25,3063,4.8,3.09,102.2,308.3,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,35.57947701,5.339565816,8.23,0.47,103.4,1.2
prov86,38.03,-111.33,2941,4.7,1.62,103.5,306.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,50.91712993,4.891629301,8.67,0.47,103.4,-0.1
prov87,38.03,-112.18,3048,2.5,2.62,103.4,306.1,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,37.55952886,4.830957463,8.67,0.47,103.4,0
prov88,38,-112.23,3109,2.4,2.71,103.5,306,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,34.61914133,4.887518436,8.7,0.47,103.4,-0.1
prov89,38.02,-112.2,3231,1.6,2.61,103.1,304,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,32.94037411,4.936055736,8.68,0.47,103.4,0.3
prov90,37.95,-111.72,2850,5,1.96,103.2,307.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,43.63133051,4.859652669,8.75,0.47,103.4,0.2
prov91,37.97,-111.72,2987,4.1,1.98,103.7,305.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,42.57425824,4.861748404,8.73,0.47,103.4,-0.3
prov92,37.92,-111.87,3170,2.1,2.3,102.6,305.8,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,35.02228208,5.025191474,8.78,0.47,103.4,0.8
prov93,37.77,-107.97,2865,2.8,3.15,104.3,312.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,37.2957727,4.392598716,8.93,0.47,103.4,-0.9
prov94,37.75,-107.98,2957,2.7,3.18,102.2,306.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,38.77974307,4.380407636,8.95,0.47,103.4,1.2
prov95,37.78,-107.93,3078,0.8,2.97,103.5,307.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,37.30911969,4.384834185,8.92,0.47,103.4,-0.1
prov96,37.8,-107.92,3139,0.6,2.96,102.8,305.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,36.30005802,4.399693729,8.9,0.47,103.4,0.6
prov97,37.83,-107.88,2911,1.8,3.17,103.6,309.6,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,39.47714448,4.405676632,8.87,0.47,103.4,-0.2
prov98,39.13,-111.45,2926,3.8,2.53,102.4,304.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,36.40181782,4.79578872,7.57,0.47,103.4,1
prov99,40.65,-111.12,2858,3,2.44,103.1,304.7,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,36.5770432,4.901226534,6.05,0.47,103.4,0.3
prov100,39.53,-106.22,3246,0.5,2.7,103.2,303,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,30.35919822,4.889431839,7.17,0.47,103.4,0.2
prov101,39.55,-106.25,3444,-0.4,2.67,103.7,303.5,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,29.96028932,4.906221,7.15,0.47,103.4,-0.3
prov102,39.53,-106.15,2957,2.1,2.67,102.5,310.9,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,31.96796365,4.882616736,7.17,0.47,103.4,0.9
prov103,39.67,-105.88,3597,0.7,2.8,102.7,301.4,46.7,-117,690,N.A.,8.1,1.55,North America,North America,same,Picea engelmannii,gymnosperm,C,NG PICEEN Rehfeldt 1994,25.7004041,4.994924912,7.03,0.47,103.4,0.7
prov1,39.249544,-123.768628,55,11.9,0.72,121.91,291.45,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,59.23603742,2.985603469,10.006523,0.246702,116.48,-5.43
prov2,42.012381,-124.211969,50,12.1,2.34,127.61,281.43,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,54.92749345,2.668835358,7.243686,0.246702,116.48,-11.13
prov3,47,-124,9,10.8,3.11,125.48,250.13,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,81.22346238,3.082571932,2.256067,0.246702,116.48,-9
prov4,49.003886,-123.001833,0,9.7,2.21,118.13,248.99,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,NA,NA,0.252181,0.246702,116.48,-1.65
prov5,49.502769,-124.850856,58,8.8,2.27,116.48,244.64,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,82.16422475,3.920738117,0.246702,0.246702,116.48,0
prov6,52.502933,-128.237544,44,8.1,10.29,119.86,232.43,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,53.29050304,3.570502424,3.246866,0.246702,116.48,-3.38
prov7,53.000919,-131.947478,53,7.9,7.06,120.07,237.1,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,54.78840664,2.674182474,3.744852,0.246702,116.48,-3.59
prov8,53.499556,-130,22,8,7.8,120.6,223.52,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,60.22338284,3.246974806,4.243489,0.246702,116.48,-4.12
prov9,60.054233,-141.289728,57,3.3,11.41,121.78,178.65,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,33.79562903,4.854722597,10.798166,0.246702,116.48,-5.3
prov10,61.138864,-146.349544,50,1.4,8,118.44,178.17,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,30.50890246,5.212837999,11.882797,0.246702,116.48,-1.96
prov11,61,-147,6,3.6,13.02,121.7,178.54,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,27.68331284,4.574071036,11.743933,0.246702,116.48,-5.22
prov12,59.205089,-151.241825,49,3.8,3.41,123.51,181.61,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,28.74463798,4.025545082,9.949022,0.246702,116.48,-7.03
prov13,57.002,-153.307319,25,5.9,6.85,119.98,175.21,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,26.40733347,3.423066786,7.745933,0.246702,116.48,-3.5
prov14,55.9688,-133.6282,10,7.2,7.86,119.09,210.74,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,47.41760136,3.603141192,6.712733,0.246702,116.48,-2.61
prov15,55.9723,-131.965,10,6.9,8.27,118.47,205.44,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,51.81417177,4.160750713,6.716233,0.246702,116.48,-1.99
prov16,57.5162,-134.8496,10,6.4,5.75,120.77,197.83,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,33.33496643,4.277109186,8.260133,0.246702,116.48,-4.29
prov17,56.9455,-133.0122,10,6.3,7.96,121.81,190.44,49.256067,-123.250025,35,2003,10.1,2.56,North America,North America,same,Picea sitchensis,gymnosperm,D,NG PICESI Mimura & Aitken 2007,44.75102235,4.435781885,7.689433,0.246702,116.48,-5.33
prov1,41.7983,-122.1575,2363,4,1.15,109.78,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,43.57752984,5.743268338,7.4217,0.12,97.18,-12.6
prov2,43.256,-122.682,2200,4.8,2.29,103.92,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,57.82963869,4.794268696,5.964,0.12,97.18,-6.74
prov3,50.096,-122.901,1908,0.6,4.47,97.61,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,19.45332099,5.14445785,0.876,0.12,97.18,-0.43
prov4,46.635,-114.859,2062,1.7,4.52,99.17,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,22.96183666,4.738778634,2.585,0.12,97.18,-1.99
prov5,42.07,-120.24,2538,4.2,1.99,109.59,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,23.09674436,4.76513011,7.15,0.12,97.18,-12.41
prov6,50.533,-122.58,1800,0.5,2.58,94.92,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,22.44192881,5.420152504,1.313,0.12,97.18,2.26
prov7,42.3,-120.15,2462,3.9,1.67,106.92,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,23.20872983,4.838387119,6.92,0.12,97.18,-9.74
prov8,48.84,-116.512,1846,1.5,3.51,94.67,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,29.91653897,4.927701481,0.38,0.12,97.18,2.51
prov9,45.634,-115.947,2154,2.1,3.54,98.87,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,16.53210621,5.009904641,3.586,0.12,97.18,-1.69
prov10,46.869,-112.474,2338,2.3,2.83,99.38,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,23.81683688,5.401509839,2.351,0.12,97.18,-2.2
prov11,45.042,-109.451,2892,0.8,3.16,100.64,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,17.35161028,5.525574866,4.178,0.12,97.18,-3.46
prov12,51.267,-121.867,1846,0.9,2.53,91.43,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,18.97090421,5.722264801,2.047,0.12,97.18,5.75
prov13,51.1,-121.667,1900,0.5,2.11,89.98,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,20.15027915,5.605682415,1.88,0.12,97.18,7.2
prov14,45.4,-111.279,2154,3.6,4.04,92.43,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,30.30830371,5.311539184,3.82,0.12,97.18,4.75
prov15,48.379,-116.187,1846,2.1,5.19,100.88,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,26.91196645,5.104090639,0.841,0.12,97.18,-3.7
prov16,49.1,-120.671,2000,0.3,2.25,97.18,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,31.59155612,4.897554748,0.12,0.12,97.18,0
prov17,45.39,-121.656,1969,3.1,5.41,100.17,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,19.93313551,4.966142536,3.83,0.12,97.18,-2.99
prov18,45.895,-113.45,2400,0.3,3.9,93.93,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,21.67441499,5.098567102,3.325,0.12,97.18,3.25
prov19,43.72,-121.23,2100,2.8,2.29,106.46,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,30.28995768,5.199916161,5.5,0.12,97.18,-9.28
prov20,43.689,-121.254,2250,2.4,2.12,104.5,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,25.85482179,5.566700952,5.531,0.12,97.18,-7.32
prov21,42.51,-122.15,2462,3.3,2.23,103.61,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,20.68887108,4.64602116,6.71,0.12,97.18,-6.43
prov22,45.705,-112.925,2646,1.5,3.55,94.77,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,20.02244587,5.153854195,3.515,0.12,97.18,2.41
prov23,44.543,-111.409,2400,2.6,3.61,97.12,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,24.74403429,5.181890408,4.677,0.12,97.18,0.06
prov24,47.516,-112.797,2154,3.5,3.22,98.04,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,22.56653452,5.499894969,1.704,0.12,97.18,-0.86
prov25,49.71,-120.917,1785,1.9,4.62,94.78,NA,49.22,-123.1,53,2003,10.1,2.69,North America,North America,same,Pinus albicaulis,gymnosperm,E,NG PINUAL Bower and Aitken 2008,23.12560412,5.377592745,0.49,0.12,97.18,2.4
prov1,50.98,-126.12,0,8.9,8.4,69.1,237.08,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,48.25680863,3.526725058,1.723933,0.023933,59.4,-9.7
prov2,52.42,-126.17,152,5.2,1.95,51.36,233.4,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,65.14815501,4.84173401,3.163933,0.023933,59.4,8.04
prov3,52.38,-126.6,135,6.3,3.56,51.26,227.2,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,77.08870391,4.648700437,3.123933,0.023933,59.4,8.14
prov4,54.55,-126.83,561,3.5,2.08,83.13,177.45,49.256067,-123.250025,77,2010,10.1,2.55,North America,North America,same,Populus trichocarpa,angiosperm,D,NA POPUTR McKown et al. 2013,39.21596536,5.891915916,5.293933,0.023933,59.4,-23.73
