prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,distance_from_garden_min,spring_event_closest_prov,spring_event_difference
prov23,54.262,-1.133,142,8.175,8.6285,149.34,300.696,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,89.22339849,3.399874029,2.362,0.086,146.59,-2.75
prov24,54.203,-2.104,202,7.25,16.194,145.943,298.942,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,67.66857962,3.599737365,2.303,0.086,146.59,0.647
prov25,54.182,-2.689,170,7.933333333,12.08,149.097,299.486,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,92.48437944,3.38864264,2.282,0.086,146.59,-2.507
prov26,53.308,-0.861,54,9.266666667,6.1642,146.348,298.579,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,80.22790504,3.606690798,1.408,0.086,146.59,0.242
prov27,53.104,-1.619,239,8.616666667,9.8075,148.127,304.99,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,89.17162413,3.6890115,1.204,0.086,146.59,-1.537
prov28,53.079,-3.799,57,7.091666667,18.995,144.569,302.329,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,84.81896631,3.494268571,1.179,0.086,146.59,2.021
prov29,52.852,-1.82,142,9.35,7.2146,145.054,301.603,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,85.45823295,3.593183592,0.952,0.086,146.59,1.536
prov30,52.621,-2.523,99,9.116666667,7.1433,145.216,302.933,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,89.10723933,3.627032231,0.721,0.086,146.59,1.374
prov31,52.43,-4.059,90,8.4,10.512,145.782,303.054,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,84.21352906,3.362671259,0.53,0.086,146.59,0.808
prov32,52.166,0.415,96,9.45,6.2385,146.995,301.3,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,77.94330353,3.730621442,0.266,0.086,146.59,-0.405
prov33,52.158,-0.11,79,9.533333333,5.6216,145.539,307.046,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,76.68777652,3.724074778,0.258,0.086,146.59,1.051
prov34,52.05,0.883,66,9.791666667,5.6555,139.636,305.655,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,77.74861653,3.797586905,0.15,0.086,146.59,6.954
prov35,51.986,-3.213,198,7.941666667,9.4339,146.59,303.296,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,95.40740308,3.460114845,0.086,0.086,146.59,0
prov36,51.678,-2.679,208,9.966666667,10.524,141.577,301.3,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,78.46365603,3.496576019,0.222,0.086,146.59,5.013
prov37,51.606,-2.285,160,9.475,8.615,144.973,303.901,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,83.3113026,3.642076937,0.294,0.086,146.59,1.617
prov38,51.546,-3.234,158,9.216666667,13.293,144.407,304.264,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,81.66341525,3.360232766,0.354,0.086,146.59,2.183
prov39,51.189,-3.583,102,8.958333333,15.412,145.135,299.909,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,89.04669468,3.312264668,0.711,0.086,146.59,1.455
prov40,51.011,-0.628,60,10.79,8.5963,141.739,300.696,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,71.26474085,3.596503434,0.889,0.086,146.59,4.851
prov41,50.908,-0.616,194,10.449165,9.3624,142.466,302.994,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,70.0759778,3.514495249,0.992,0.086,146.59,4.124
prov42,50.637,-2.136,126,10.10833,8.6759,141.725,303.659,51.9,-3.8,215,2013,9.175,14.80833333,Europe,Europe,same,Fraxinus excelsior,angiosperm,I,EA FRAXEX Rosique-Esplugas 2021,71.80103456,3.216097278,1.263,0.086,146.59,4.865
prov1,48.45583333,10.06333333,560,8.1,7.05,116.96,302.94,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,78.70706072,5.035286629,5.49833333,0.2975,114.35,-2.61
prov2,50.13333333,12.18333333,611,6,7,115.01,302.644,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,67.74911813,5.344873385,7.17583333,0.2975,114.35,-0.66
prov3,50.50416667,11.32805556,650,6.5,9,115.62,303.088,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,71.65867912,5.364054797,7.54666667,0.2975,114.35,-1.27
prov4,48.21833333,10.42305556,565,7,8,116.96,303.729,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,79.7716222,4.945286842,5.26083333,0.2975,114.35,-2.61
prov5,49.95166667,10.48833333,344,8,8,117.36,305.307,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,83.95299192,5.027079837,6.99416667,0.2975,114.35,-3.01
prov6,41.97361111,24.37722222,1300,7,9.6,115.62,296.727,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,65.9629505,5.037252544,0.98388889,0.2975,114.35,-1.27
prov7,43.35583333,23.17416667,850,10.4,8.25,113.63,298.699,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,75.5032705,5.329254003,0.39833333,0.2975,114.35,0.72
prov8,43.255,23.23888889,800,10.4,10.04,114.35,306.688,42.9575,26.62833,350,2013,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,83.62638091,5.285111796,0.2975,0.2975,114.35,0
prov1,48.45583333,10.06333333,560,8.1,7.05,107.93,307.415,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,78.70706072,5.035286629,5.49833333,0.2975,103.83,-4.1
prov2,50.13333333,12.18333333,611,6,7,105.11,309.974,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,67.74911813,5.344873385,7.17583333,0.2975,103.83,-1.28
prov3,50.50416667,11.32805556,650,6.5,9,105.88,311.971,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,71.65867912,5.364054797,7.54666667,0.2975,103.83,-2.05
prov4,48.21833333,10.42305556,565,7,8,108.18,310.384,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,79.7716222,4.945286842,5.26083333,0.2975,103.83,-4.35
prov5,49.95166667,10.48833333,344,8,8,107.16,310.742,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,83.95299192,5.027079837,6.99416667,0.2975,103.83,-3.33
prov6,41.97361111,24.37722222,1300,7,9.6,105.75,309.718,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,65.9629505,5.037252544,0.98388889,0.2975,103.83,-1.92
prov7,43.35583333,23.17416667,850,10.4,8.25,101.15,307.978,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,75.5032705,5.329254003,0.39833333,0.2975,103.83,2.68
prov8,43.255,23.23888889,800,10.4,10.04,103.83,309.411,42.9575,26.62833,350,2016,10.325,5.475,Europe,Europe,same,Fagus sylvatica,angiosperm,J,EA FAGUSY Petkova et al 2017,83.62638091,5.285111796,0.2975,0.2975,103.83,0
prov1,44.9466,-91.3956,273,5.975,6.566666667,119,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,64.67464672,8.247901781,3.4343,0,118.6666667,-0.333333333
prov2,48.3809,-89.2477,189,2.691666667,6.116666667,120,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,100,7.294178549,0,0,118.6666667,-1.333333333
prov3,51.4678,-90.1938,365,-0.783333333,6.475,119,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,70.40538812,9.330276569,3.0869,0,118.6666667,-0.333333333
prov4,45.7303,-89.6854,468,4.23333,6.666667,117,NA,48.3809,-89.2477,189,1985,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,81.25198476,8.348334859,2.6506,0,118.6666667,1.666666667
prov1,44.9466,-91.3956,273,5.975,6.566666667,118,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,64.67464672,8.247901781,3.4343,0,118.6666667,0.666666667
prov2,48.3809,-89.2477,189,2.691666667,6.116666667,119,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,100,7.294178549,0,0,118.6666667,-0.333333333
prov3,51.4678,-90.1938,365,-0.783333333,6.475,119,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,70.40538812,9.330276569,3.0869,0,118.6666667,-0.333333333
prov4,45.7303,-89.6854,468,4.23333,6.666667,116,NA,48.3809,-89.2477,189,1986,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,81.25198476,8.348334859,2.6506,0,118.6666667,2.666666667
prov1,44.9466,-91.3956,273,5.975,6.566666667,111,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,64.67464672,8.247901781,3.4343,0,118.6666667,7.666666667
prov2,48.3809,-89.2477,189,2.691666667,6.116666667,117,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,100,7.294178549,0,0,118.6666667,1.666666667
prov3,51.4678,-90.1938,365,-0.783333333,6.475,115,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,70.40538812,9.330276569,3.0869,0,118.6666667,3.666666667
prov4,45.7303,-89.6854,468,4.23333,6.666667,112,NA,48.3809,-89.2477,189,1987,2.691666667,6.116666667,North America,North America,same,Populus balsamifera,angiosperm,K,NA POPUBA Farmer 1993,81.25198476,8.348334859,2.6506,0,118.6666667,6.666666667
prov1,66.41666667,14.5,118,-0.141666667,11.11666667,117.722,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,62.12326357,5.521446913,3.23333333,3.23333333,117.722,0
prov2,64.83333333,13,180,1.325,10.00833333,118.611,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,85.90520211,5.608202289,4.81666667,3.23333333,117.722,-0.889
prov3,64.66666667,11.66666667,66,3.608333,12.925,118.611,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,64.36169443,5.052823323,4.98333333,3.23333333,117.722,-0.889
prov4,60.58333333,11,656,2.866666667,5.791667,121.722,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,73.94414161,5.802773187,9.06666667,3.23333333,117.722,-4
prov5,60.75,9,772,0.158333333,5.658333,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,82.48633898,5.956963771,8.9,3.23333333,117.722,#VALUE!
prov6,60.93333333,9.633333333,413,0.8,6.391666667,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,78.87045487,5.797276907,8.71666667,3.23333333,117.722,#VALUE!
prov7,58.58333333,8.833333333,74,6.416666667,8.708333333,127.722,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,37.77371676,4.737160681,11.06666667,3.23333333,117.722,-10
prov8,51.66666667,10.5,468,7.675,6.766666667,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,36.46167707,5.35684504,17.98333333,3.23333333,117.722,#VALUE!
prov9,54.08333333,26.51666667,181,6.141666667,5.391667,NA,NA,69.65,18.91666667,56,2004,1.108333333,7.766667,Europe,Europe,same,Picea abies,gymnosperm,L,EG PICEAB Sogaard et al. 2008,38.36425494,6.577522488,15.56666667,3.23333333,117.722,#VALUE!
prov1,45.5,-123.5,100,10.3,4.82,122.1,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,M,NG TSUGHE Hannerz et al. 1999,60.20404478,3.986861104,2.91666667,1.58333333,126.5,4.4
prov2,44.86666667,-122.1833333,305,8.3,3.75,121.6,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,M,NG TSUGHE Hannerz et al. 1999,38.89508235,4.601885929,3.55,1.58333333,126.5,4.9
prov3,50,-125,120,9.1,2.68,126.5,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,M,NG TSUGHE Hannerz et al. 1999,NA,NA,1.58333333,1.58333333,126.5,0
prov4,53.5,-132.15,30,7.2,4.17,133.5,NA,48.41666667,-124.0166667,75,1998,8.9,2.67,North America,North America,same,Tsuga heterophylla,gymnosperm,M,NG TSUGHE Hannerz et al. 1999,61.31205554,2.757045898,5.08333333,1.58333333,126.5,-7
prov1,49.53333333,0.766666667,80,10.51666667,5.875,125.6,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,66.60102777,3.806867906,0.9,0.16666666,124,-1.6
prov2,49.25,3.1,140,10.10833333,5.36667,127.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.39565681,4.197103279,0.61666667,0.16666666,124,-3.2
prov3,44.15,2.583333333,850,10.16666667,7.491667,128.1,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.65427068,4.078381323,4.48333333,0.16666666,124,-4.1
prov4,48.36666667,1.15,180,10.39166667,5.283333333,124.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,69.61987566,3.983047086,0.26666666,0.16666666,124,-0.3
prov5,46.8,5.833333333,600,8.125,9.141666667,128.7,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,78.36964997,4.2676936,1.83333333,0.16666666,124,-4.7
prov6,49.66666667,6.2,400,9.066666667,7.108333333,120.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,82.10995386,4.892060587,1.03333334,0.16666666,124,3.2
prov7,50.83333333,4.416666667,110,9.908333333,6.8,130.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,74.60099762,4.474286876,2.2,0.16666666,124,-6.5
prov8,51.93333333,6.733333333,45,9.45,6.25,126.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,78.00655568,4.876543217,3.3,0.16666666,124,-2.9
prov9,52.28333333,5.8,33,9.116666667,6.591666667,130.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,76.23376397,4.737223293,3.65,0.16666666,124,-6.8
prov10,41.56666667,23.73333333,1450,9.933333333,5.308333333,125.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,74.29706993,4.924997067,7.06666666,0.16666666,124,-1.3
prov11,51.71666667,-2,140,9.516666667,5.875,123.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,63.47072777,3.69622524,3.08333334,0.16666666,124,0.8
prov12,54.91666667,9.583333333,50,8.15,6.566666667,121.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,75.01851343,4.378702717,6.28333334,0.16666666,124,2.1
prov13,55.56666667,13.2,40,8.391666667,4.833333333,127.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,82.24131823,4.95339652,6.93333334,0.16666666,124,-3.8
prov14,53.65,10.66666667,55,8.591666667,5.508333333,121.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,84.60043625,5.045581353,5.01666667,0.16666666,124,2.7
prov15,50.35,9.683333333,535,7.775,6.125,119.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,89.21810653,5.053726068,1.71666667,0.16666666,124,4.5
prov16,52.05,12.41666667,140,8.9,4.508333333,126.1,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,85.44159249,5.661431031,3.41666667,0.16666666,124,-2.1
prov17,48.46666667,9.45,760,6.858333333,7.791666667,124,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,86.40247974,4.998021007,0.16666666,0.16666666,124,0
prov18,47.71666667,14.1,1250,4.783333333,12.46666667,120.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.44790514,5.017037835,0.91666666,0.16666666,124,3.1
prov19,47.53333333,14.85,1100,5.058333333,10.9,114.7,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,61.24413165,5.053419063,1.1,0.16666666,124,9.3
prov20,49.83333333,19.16666667,450,7.208333333,8.1166667,116.6,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,92.82339947,5.778194125,1.2,0.16666666,124,7.4
prov21,49.46666667,22.33333333,540,7.208333333,6.108333,117.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,92.22493153,5.816890165,0.83333334,0.16666666,124,6.1
prov22,49.25,22.81666667,900,6.558333,6.491667,116.8,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,90.96545995,5.723446709,0.61666667,0.16666666,124,7.2
prov23,50.8,15.23333333,760,5.433333,8.991666667,117.7,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,57.4253314,5.695969318,2.16666667,0.16666666,124,6.3
prov24,50.56666667,13.25,800,6.8,4.975,114.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.08482027,5.580729913,1.93333334,0.16666666,124,9.5
prov25,48.85,14,990,6.05,7.416667,114.9,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,62.6847795,5.221232196,0.21666667,0.16666666,124,9.1
prov26,45.63333333,14.38333333,1000,5.391667,14.50833,119.6,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,69.06007584,4.591622016,3,0.16666666,124,4.4
prov27,45.73333333,14.35,1040,5.391667,14.50833,121.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,83.63072574,4.667408608,2.9,0.16666666,124,2.8
prov28,42.06666667,26.13333333,200,11.78333,5.408333333,120.1,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,68.71324629,5.092047805,6.56666666,0.16666666,124,3.9
prov29,47.03333333,7.25,530,8.058333,7.991666667,121.5,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,81.14636717,4.734643594,1.6,0.16666666,124,2.5
prov30,50,14,480,8.158333333,4.441667,125.2,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,91.92605186,5.501153663,1.36666667,0.16666666,124,-1.2
prov31,54.33333333,18.16666667,250,5.925,5.35,127.3,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,75.01899745,5.207113885,5.7,0.16666666,124,-3.3
prov32,49.15,17.31666667,410,8.591666667,4.683333333,119,NA,48.63333333,19.03333333,810,2007,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,90.26832606,5.619363385,0.51666667,0.16666666,124,5
prov1,49.53333333,0.766666667,80,10.51666667,5.875,132.4,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,66.60102777,3.806867906,0.9,0.16666666,131.5,-0.9
prov2,49.25,3.1,140,10.10833333,5.36667,132.8,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.39565681,4.197103279,0.61666667,0.16666666,131.5,-1.3
prov3,44.15,2.583333333,850,10.16666667,7.491667,134.1,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,70.65427068,4.078381323,4.48333333,0.16666666,131.5,-2.6
prov4,48.36666667,1.15,180,10.39166667,5.283333333,131.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,69.61987566,3.983047086,0.26666666,0.16666666,131.5,-0.2
prov5,46.8,5.833333333,600,8.125,9.141666667,133.7,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,78.36964997,4.2676936,1.83333333,0.16666666,131.5,-2.2
prov6,49.66666667,6.2,400,9.066666667,7.108333333,130.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,82.10995386,4.892060587,1.03333334,0.16666666,131.5,1.3
prov7,50.83333333,4.416666667,110,9.908333333,6.8,135.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,74.60099762,4.474286876,2.2,0.16666666,131.5,-3.7
prov8,51.93333333,6.733333333,45,9.45,6.25,133.2,NA,48.63333333,19.03333333,810,2008,7.891667,6.216666667,Europe,Europe,same,Fagus sylvatica,angiosperm,N,EA FAGUSY Gömöry & Paule 2011,78.00655568,4.876543217,3.3,0.16666666,131.5,-1.7
